pl_name,hostname,tic_id,pl_orbsmax,pl_rade,pl_masse,st_spectype,st_teff,st_rad,st_mass,st_lum,st_age,SpT_PM,Lxuv/Lbol,t_sat,gamma,v_esc,"Loss/0.01protoatm., t=0.1 Gyr",insol_0.1_Gyr,"Loss/0.01protoatm., t=0.6 Gyr",insol_0.6_Gyr,"Loss/0.01protoatm., t=1.0 Gyr",insol_1.0_Gyr,"Loss/0.01protoatm., t=5.0 Gyr",insol_5.0_Gyr,"Loss/0.01protoatm., t=10.0 Gyr",insol_10.0_Gyr,"Loss/0.01protoatm., star_age",insol_star_age
Kepler-245 b,Kepler-245,TIC 63004906,0.071,2.57,146.78,,5100.0,0.795,0.856,0.402,3.63,K2V,0.00100,0.1,1.23,84.5,0.00133073,79.74313,0.00328486,79.74313,0.00370960,79.74313,0.00476365,79.74313,0.00511038,79.74313,0.00458382,77.47384
Kepler-245 c,Kepler-245,TIC 63004906,0.124,2.18,26.7,,5100.0,0.795,0.856,0.402,3.63,K2V,0.00100,0.1,1.23,39.1,0.00804721,26.14367,0.01986419,26.14367,0.02243270,26.14367,0.02880674,26.14367,0.03090350,26.14367,0.02771931,25.39969
Kepler-245 d,Kepler-245,TIC 63004906,0.202,3.03,21.6,,5100.0,0.795,0.856,0.402,3.63,K2V,0.00100,0.1,1.23,29.8,0.01244112,9.85161,0.03071036,9.85161,0.03468132,9.85161,0.04453569,9.85161,0.04777731,9.85161,0.04285450,9.57126
Kepler-245 e,Kepler-245,TIC 63004906,0.04053,1.75,1806.36,,5174.0,0.8,0.86,0.402,3.63,K1V,0.00100,0.1,1.23,359.2,0.00000851,244.71286,0.00002101,244.71286,0.00002373,244.71286,0.00003047,244.71286,0.00003269,244.71286,0.00002932,237.74894
Kepler-406 c,Kepler-406,TIC 63066101,0.05531,0.85,2.71,,5538.0,1.07,1.07,1.117,5.84,G7V,0.00100,0.1,1.23,20.0,0.64690825,365.25207,1.59686502,365.25207,1.80334490,365.25207,2.31574843,365.25207,2.48430528,365.25207,2.35588112,375.17005
Kepler-406 b,Kepler-406,TIC 63066101,0.03599,1.43,6.35,,5538.0,1.07,1.07,1.117,5.84,G7V,0.00100,0.1,1.23,23.6,1.32503935,862.65334,3.27080233,862.65334,3.69372778,862.65334,4.74326586,862.65334,5.08851493,862.65334,4.82546824,886.07766
Kepler-184 c,Kepler-184,TIC 63119782,0.141,1.97,8.8,,5788.0,0.873,0.872,0.596,2.95,G2V,0.00100,0.1,1.23,23.6,0.06263786,29.95517,0.15461885,29.95517,0.17461157,29.95517,0.22422581,29.95517,0.24054658,29.95517,0.20993608,28.31697
Kepler-28 c,Kepler-28,TIC 63122956,0.07519,1.857,2.06,M0 V,4499.3,0.664,0.684,0.180,1.91,K5V,0.00100,0.1,1.23,11.8,1.01712168,31.82291,2.51072086,31.82291,2.83536528,31.82291,3.64100772,31.82291,3.90602650,31.82291,3.19546968,28.19853
Kepler-28 b,Kepler-28,TIC 63122956,0.05687,1.959,1.63,M0 V,4499.3,0.664,0.684,0.180,1.91,K5V,0.00100,0.1,1.23,10.2,3.33390677,55.62801,8.22960465,55.62801,9.29371947,55.62801,11.93444265,55.62801,12.80311737,55.62801,10.47406446,49.29242
Kepler-42 c,Kepler-42,TIC 63126862,0.006,0.73,60.337,M,3068.0,0.17,0.13,0.002,4.5,M5V,0.00010,0.6,1.23,101.6,0.00001508,6.66342,0.00009049,16.19658,0.00013410,21.25439,0.00024232,29.90954,0.00027792,31.97627,0.00023640,29.45988
Kepler-42 b,Kepler-42,TIC 63126862,0.0116,0.78,0.705944,M,3068.0,0.17,0.13,0.002,4.5,M5V,0.00010,0.6,1.23,10.6,0.03595499,1.78272,0.21572992,4.33321,0.31970284,5.68637,0.57772357,8.00196,0.66260035,8.55489,0.56359583,7.88166
Kepler-42 d,Kepler-42,TIC 63126862,0.0154,0.57,0.357785,M,3068.0,0.17,0.13,0.002,4.5,M5V,0.00010,0.6,1.23,8.9,0.03099350,1.01148,0.18596102,2.45858,0.27558656,3.22634,0.49800262,4.54016,0.57116712,4.85388,0.48582438,4.47190
HAT-P-68 b,HAT-P-68,TIC 63189173,0.02996,12.016048,230.10892,K,4508.0,0.6701,0.6785,0.166,11.1,K5V,0.00100,0.1,1.23,48.9,0.12857491,185.27055,0.31738162,185.27055,0.35842010,185.27055,0.46026181,185.27055,0.49376298,185.27055,0.49836013,202.54346
Kepler-226 c,Kepler-226,TIC 63204017,0.058,2.27,45.2,,5571.0,0.802,0.904,0.576,4.17,G7V,0.00100,0.1,1.23,49.9,0.02078100,171.36969,0.05129701,171.36969,0.05792988,171.36969,0.07439011,171.36969,0.07980476,171.36969,0.07282361,169.38093
Kepler-226 b,Kepler-226,TIC 63204017,0.047,1.55,24.0,,5571.0,0.802,0.904,0.576,4.17,G7V,0.00100,0.1,1.23,44.0,0.03573540,260.97222,0.08821130,260.97222,0.09961731,260.97222,0.12792263,260.97222,0.13723377,260.97222,0.12522886,257.94362
Kepler-435 b,Kepler-435,TIC 63211674,0.0948,22.31,266.97,,6161.0,3.21,1.538,13.459,2.25,F8V,0.00100,0.1,1.23,38.7,4.94184275,1497.55688,12.19872505,1497.55688,13.77606014,1497.55688,17.69039835,1497.55688,18.97803300,1497.55688,15.92884550,1361.45565
Kepler-327 c,Kepler-327,TIC 63366281,0.047,1.03,20.3,,3799.0,0.492,0.591913,0.055,3.28,M0.5V,0.00100,0.6,1.23,49.6,0.00139835,24.89799,0.00839010,60.51876,0.01243378,79.41738,0.02246863,111.75746,0.02576963,119.47981,0.02018777,101.38219
Kepler-82 d,Kepler-82,TIC 63372898,0.034,1.77,885.098,,5428.0,0.945,0.946,0.653,1.41,G9V,0.00100,0.1,1.23,250.0,0.00008469,564.90077,0.00020906,564.90077,0.00023609,564.90077,0.00030317,564.90077,0.00032524,564.90077,0.00025257,475.14836
Kepler-82 c,Kepler-82,TIC 63372898,0.2626,5.34,13.9,,5401.0,0.898,0.91,0.653,1.41,G9V,0.00100,0.1,1.23,18.0,0.15807622,9.46979,0.39020431,9.46979,0.44065900,9.46979,0.56586812,9.46979,0.60705608,9.46979,0.47141002,7.96522
Kepler-82 b,Kepler-82,TIC 63372898,0.1683,4.07,12.15,,5401.0,0.898,0.91,0.653,1.41,G9V,0.00100,0.1,1.23,19.3,0.22300995,23.05482,0.55049043,23.05482,0.62167064,23.05482,0.79831252,23.05482,0.85641945,23.05482,0.66505340,19.39183
Kepler-82 e,Kepler-82,TIC 63372898,0.063,2.47,254.02,,5428.0,0.945,0.946,0.653,1.41,G9V,0.00100,0.1,1.23,113.4,0.00081383,164.53144,0.00200891,164.53144,0.00226867,164.53144,0.00291329,164.53144,0.00312535,164.53144,0.00242699,138.39040
Kepler-82 f,Kepler-82,TIC 63372898,0.3395,4.84,20.9,,5401.0,0.898,0.91,0.653,1.41,G9V,0.00100,0.1,1.23,23.2,0.03114768,5.66566,0.07688671,5.66566,0.08682841,5.66566,0.11149989,5.66566,0.11961566,5.66566,0.09288766,4.76549
Kepler-423 b,Kepler-423,TIC 63452790,0.03585,13.361,189.101,G4 V,5560.0,0.95,0.85,0.959,11.0,G7V,0.00100,0.1,1.23,42.1,1.05458777,746.48602,2.60320429,746.48602,2.93980712,746.48602,3.77512573,746.48602,4.04990658,746.48602,4.08437890,815.43579
UCAC3 113-933 b,UCAC3 113-933,TIC 63726082,6100.0,12.1,6674.396547,M0,3864.0,0.564484,0.61,0.064,0.55,M0V,0.00100,0.6,1.23,262.6,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
TOI-892 b,TOI-892,TIC 66561343,0.092,11.99363,301.9385,F,6261.0,1.39,1.28,2.700,2.2,F7V,0.00100,0.1,1.23,56.1,0.12785894,318.99534,0.31561427,318.99534,0.35642423,318.99534,0.45769883,318.99534,0.49101344,318.99534,0.41071495,289.01378
HATS-28 b,HATS-28,TIC 6663331,0.04131,13.383546,213.58176,G,5498.0,0.922,0.929,0.696,6.2,G8V,0.00100,0.1,1.23,44.7,0.45395906,407.84920,1.12057829,407.84920,1.26547274,407.84920,1.62504494,407.84920,1.74332742,407.84920,1.66379013,421.60550
WASP-17 b,WASP-17,TIC 66818296,0.0515,20.96083,247.9074,F4,6550.0,1.49,2.28,4.099,2.65,F5V,0.00100,0.1,1.23,38.4,4.90550583,1545.63001,12.10902895,1545.63001,13.67476603,1545.63001,17.56032248,1545.63001,18.83848927,1545.63001,16.19666529,1439.36901
TOI-6894 b,TOI-6894,TIC 67512645,0.02604,9.5836785,53.395172376,,3007.0,0.2276,0.207,0.004,nan,M5V,0.00010,0.6,1.23,26.4,0.00361637,0.55303,0.02169821,1.34423,0.03215584,1.76400,0.05810768,2.48233,0.06664462,2.65386,nan,nan
LP 261-75 b,LP 261-75 A,TIC 67646988,450.0,12.1,6674.396547,M4.5 V,3138.0,0.308,0.22,0.008,0.15,M4.5V,0.00010,0.6,1.23,262.6,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
K2-24 b,K2-24,TIC 68048686,0.154,5.4,19.0,G9 V,5625.0,1.16,1.07,1.440,5.1,G6V,0.00100,0.1,1.23,21.0,0.56095038,60.71815,1.38468174,60.71815,1.56372562,60.71815,2.00804359,60.71815,2.15420346,60.71815,2.01255067,61.44205
K2-24 c,K2-24,TIC 68048686,0.247,7.5,15.4,G9 V,5625.0,1.16,1.07,1.440,5.1,G6V,0.00100,0.1,1.23,16.0,0.88928353,23.60294,2.19515793,23.60294,2.47899904,23.60294,3.18338336,23.60294,3.41509293,23.60294,3.19052851,23.88434
HD 62549 b,HD 62549,TIC 68061731,11.842,12.6,2707.580199233,,5930.46,1.23227,1.08,1.692,nan,G0V,0.00100,0.1,1.23,163.9,0.00000007,0.01207,0.00000017,0.01207,0.00000019,0.01207,0.00000025,0.01207,0.00000027,0.01207,nan,nan
HIP 65891 b,HIP 65891,TIC 68418284,2.794,12.8,1871.373660416,K0 III,5000.0,8.93,2.49,44.668,nan,K2V,0.00100,0.1,1.23,135.2,0.00007258,5.72199,0.00017915,5.72199,0.00020231,5.72199,0.00025980,5.72199,0.00027871,5.72199,nan,nan
K2-37 d,K2-37,TIC 68504570,0.1102,2.31,12.5,G3 V,5352.0,0.809,0.84,0.391,nan,G9V,0.00100,0.1,1.23,26.0,0.05377799,32.18524,0.13274863,32.18524,0.14991346,32.18524,0.19250997,32.18524,0.20652223,32.18524,nan,nan
K2-232 b,K2-232,TIC 68577662,0.10356,11.209,126.49634,,6154.0,1.161,1.188,1.730,1.43,F8V,0.00100,0.1,1.23,37.6,0.30070622,161.31172,0.74228030,161.31172,0.83825957,161.31172,1.07644316,161.31172,1.15479445,161.31172,0.89905755,136.03034
TOI-5350 b,TOI-5350,TIC 68808155,0.0796,12.41955062,2094.48920213,,6220.0,1.263,1.167,2.160,3.1,F8V,0.00100,0.1,1.23,145.2,0.00315295,340.89754,0.00778292,340.89754,0.00878928,340.89754,0.01128667,340.89754,0.01210819,340.89754,0.01063877,324.43144
K2-105 b,K2-105,TIC 6892385,0.0796,3.4,15.4,K1,5373.0,0.905,0.94,0.647,0.6,G9V,0.00100,0.1,1.23,23.8,0.35857581,102.15364,0.88512886,102.15364,0.99957892,102.15364,1.28359990,102.15364,1.37702954,102.15364,0.88512886,71.12204
WASP-67 b,WASP-67,TIC 68952448,0.05179,12.89035,136.6669,,5200.0,0.88,0.91,0.508,12.6,K1V,0.00100,0.1,1.23,36.4,0.45972427,189.27715,1.13480946,189.27715,1.28154404,189.27715,1.64568276,189.27715,1.76546740,189.27715,1.80134538,209.18114
TOI-5232 b,TOI-5232,TIC 69356857,0.05593,12.778238,743.71847238,,6500.0,1.785,1.389,5.160,2.37,F5V,0.00100,0.1,1.23,85.3,0.13179167,1649.53054,0.32532203,1649.53054,0.36738723,1649.53054,0.47177687,1649.53054,0.50611619,1649.53054,0.42812514,1511.36004
HD 32963 b,HD 32963,TIC 69528586,3.41,13.4,657.90480249,G5 IV,5727.0,1.111044,0.94,1.159,4.99,G3V,0.00100,0.1,1.23,78.3,0.00001173,0.09965,0.00002896,0.09965,0.00003271,0.09965,0.00004200,0.09965,0.00004506,0.09965,0.00004199,0.10059
TCP J05074264+2447555 b,TCP J05074264+2447555,TIC 69530840,0.94,4.72,20.0,,5805.0,1.42487,0.586,2.077,nan,G2V,0.00100,0.1,1.23,23.0,0.01308857,2.35068,0.03230856,2.35068,0.03648616,2.35068,0.04685337,2.35068,0.05026369,2.35068,nan,nan
K2-167 b,K2-167,TIC 69747919,0.0932,2.36509493,6.5,F7 V,6310.0,1.499,1.084,3.210,5.3,F7V,0.00100,0.1,1.23,18.5,2.45091924,369.55423,6.04998814,369.55423,6.83227141,369.55423,8.77359722,369.55423,9.41220283,369.55423,8.83128659,375.57610
K2-115 b,K2-115,TIC 7020254,0.1415,11.80305668,321.00669107,G4,5870.0,0.855,0.918,0.780,2.2,G1V,0.00100,0.1,1.23,58.3,0.01316631,38.95625,0.03250048,38.95625,0.03670290,38.95625,0.04713168,38.95625,0.05056226,38.95625,0.04229350,35.29485
TOI-2421 b,TOI-2421,TIC 70524163,0.0543,10.36830715,105.836859531,,5607.0,1.75,1.131,2.729,7.5,G6V,0.00100,0.1,1.23,35.7,1.95066110,925.55097,4.81512254,925.55097,5.43773365,925.55097,6.98281464,925.55097,7.49107419,925.55097,7.28991411,975.58637
K2-121 b,K2-121,TIC 7059054,0.0525,7.16,51.0,,4526.0,0.675,0.71,0.180,nan,K4V,0.00100,0.1,1.23,29.8,0.19494043,65.21859,0.48120202,65.21859,0.54342301,65.21859,0.69783156,65.21859,0.74862477,65.21859,nan,nan
HATS-23 b,HATS-23,TIC 7088246,0.03397,20.84874,467.2101,G V,5780.0,1.199,1.121,1.430,4.2,G2V,0.00100,0.1,1.23,52.9,1.08967179,1239.22140,2.68980769,1239.22140,3.03760863,1239.22140,3.90071662,1239.22140,4.18463887,1239.22140,3.82188508,1225.90161
LP 714-47 b,LP 714-47,TIC 70899085,0.0417,4.7,30.8,M0.0 V,3950.0,0.584,0.59,0.075,nan,K9V,0.00100,0.1,1.23,28.6,0.09997970,43.13084,0.24679557,43.13084,0.27870705,43.13084,0.35789904,43.13084,0.38394951,43.13084,nan,nan
TOI-1723 b,TOI-1723,TIC 71431780,0.113496,3.435,10.4,,5777.0,1.09,1.04,1.160,4.8,G2V,0.00100,0.1,1.23,19.5,0.71473367,90.05315,1.76428915,90.05315,1.99241751,90.05315,2.55854426,90.05315,2.74477354,90.05315,2.54662317,90.49907
HD 110113 b,HD 110113,TIC 73228647,0.035,2.05,4.55,G,5732.0,0.968,0.997,0.928,4.0,G3V,0.00100,0.1,1.23,16.7,6.67858580,757.72900,16.48580015,757.72900,18.61746808,757.72900,23.90744693,757.72900,25.64760316,757.72900,23.28557914,745.14577
HD 66428 b,HD 66428,TIC 73238215,3.395,12.4,3478.949743022,G8 IV (+ G),5716.0,1.13,1.01,1.247,3.515,G3V,0.00100,0.1,1.23,187.3,0.00000036,0.10817,0.00000089,0.10817,0.00000101,0.10817,0.00000129,0.10817,0.00000139,0.10817,0.00000124,0.10466
HD 66428 c,HD 66428,TIC 73238215,9.408,13.5,560.649309948,G8 IV (+ G),5716.0,1.13,1.01,1.247,3.515,G3V,0.00100,0.1,1.23,72.0,0.00000234,0.01409,0.00000576,0.01409,0.00000651,0.01409,0.00000836,0.01409,0.00000897,0.01409,0.00000801,0.01363
HD 68988 c,HD 68988,TIC 73312938,13.2,12.2,4776.96095721,G2 V,5883.41,1.255733,1.171665,1.667,6.0,G1V,0.00100,0.1,1.23,221.2,0.00000002,0.00957,0.00000004,0.00957,0.00000004,0.00957,0.00000006,0.00957,0.00000006,0.00957,0.00000006,0.00985
TOI-1853 b,TOI-1853,TIC 73540072,0.0213,3.46,73.2,K2.5 V,4985.0,0.808,0.837,0.370,nan,K2V,0.00100,0.1,1.23,51.4,0.13338554,814.64950,0.32925642,814.64950,0.37183036,814.64950,0.47748246,814.64950,0.51223708,814.64950,nan,nan
TOI-756 b,TOI-756,TIC 73649615,0.018,2.81,9.83,M1 V,3657.0,0.505,0.505,0.041,3.2,M1V,0.00100,0.6,1.23,20.9,0.61543008,126.54209,3.69258051,307.58186,5.47225182,403.63260,9.88871066,567.99858,11.34151956,607.24680,8.82300827,511.67918
HATS-17 b,HATS-17,TIC 73717937,0.1308,8.709393,425.25654,G V,5846.0,1.091,1.131,1.240,2.1,G1V,0.00100,0.1,1.23,78.1,0.00560787,72.47772,0.01384279,72.47772,0.01563270,72.47772,0.02007459,72.47772,0.02153576,72.47772,0.01788506,65.19611
K2-287 b,K2-287,TIC 73848324,0.1206,9.494023,100.11645,,5695.0,1.07,1.056,0.779,4.5,G4V,0.00100,0.1,1.23,36.3,0.09689183,53.58156,0.23917329,53.58156,0.27009917,53.58156,0.34684532,53.58156,0.37209122,53.58156,0.34264314,53.44352
HD 35843 c,HD 35843,TIC 7422496,0.25,2.54,11.32,,5666.0,0.897,0.94,0.750,2.5,G5V,0.00100,0.1,1.23,23.6,0.03250275,11.99997,0.08023163,11.99997,0.09060584,11.99997,0.11635064,11.99997,0.12481948,11.99997,0.10641809,11.08154
K2-292 b,K2-292,TIC 743941,0.13,2.63,24.5,G3 V,5725.0,1.09,1.0,1.237,6.8,G3V,0.00100,0.1,1.23,34.1,0.04700242,73.22397,0.11602343,73.22397,0.13102564,73.22397,0.16825535,73.22397,0.18050218,73.22397,0.17392967,76.42432
Wendelstein-1 b,Wendelstein-1,TIC 75262942,0.0282,11.5609626,188.15536,K7 V,4251.0,0.61,0.65,0.115,nan,K6V,0.00100,0.1,1.23,45.1,0.13417833,145.14490,0.33121341,145.14490,0.37404039,145.14490,0.48032046,145.14490,0.51528164,145.14490,nan,nan
BD-17 63 b,BD-17 63,TIC 75377076,1.34,12.8,1639.99458012,K5 V,4714.0,0.74,0.741,0.210,4.3,K4V,0.00100,0.1,1.23,126.5,0.00000193,0.11689,0.00000477,0.11689,0.00000538,0.11689,0.00000691,0.11689,0.00000741,0.11689,0.00000679,0.11596
TOI-6628 b,TOI-6628,TIC 75650448,0.134,10.98480109,235.19302118,,5463.0,1.01,0.97,0.817,7.5,G8V,0.00100,0.1,1.23,51.7,0.02309245,45.49990,0.05700270,45.49990,0.06437334,45.49990,0.08266442,45.49990,0.08868133,45.49990,0.08629995,47.95963
TOI-2134 b,TOI-2134,TIC 75878355,0.078,2.69,9.13,K5 V,4580.0,0.709,0.744,0.192,3.8,K4V,0.00100,0.1,1.23,20.6,0.15608382,31.55810,0.38528616,31.55810,0.43510492,31.55810,0.55873590,31.55810,0.59940473,31.55810,0.54075482,30.83742
TOI-2134 c,TOI-2134,TIC 75878355,0.371,7.27,41.89,K5 V,4580.0,0.709,0.744,0.192,3.8,K4V,0.00100,0.1,1.23,26.8,0.00646944,1.39493,0.01596953,1.39493,0.01803444,1.39493,0.02315875,1.39493,0.02484442,1.39493,0.02241347,1.36307
HAT-P-5 b,HAT-P-5,TIC 76419763,0.04073,13.56289,311.4734,G,5960.0,1.12,1.04,1.538,2.6,F9.5V,0.00100,0.1,1.23,53.6,0.50503070,927.19521,1.24664644,927.19521,1.40784190,927.19521,1.80786697,927.19521,1.93945655,927.19521,1.66293891,861.10179
HD 27631 b,HD 27631,TIC 7652514,3.242,13.5,495.81231492,G3 IV/V,5737.0,0.923,0.944,0.879,4.01,G3V,0.00100,0.1,1.23,67.8,0.00001773,0.08363,0.00004376,0.08363,0.00004942,0.08363,0.00006346,0.08363,0.00006808,0.08363,0.00006183,0.08227
TOI-181 b,TOI-181,TIC 76923707,0.0539,6.9559,46.1687,K,4994.0,0.745,0.822,0.298,5.4,K2V,0.00100,0.1,1.23,28.8,0.34303543,102.57522,0.84676812,102.57522,0.95625801,102.57522,1.22796974,102.57522,1.31735023,102.57522,1.23861139,104.46321
HATS-16 b,HATS-16,TIC 77044471,0.03744,14.5717,1039.3041,G3 V,5738.0,1.238,0.97,1.490,9.5,G3V,0.00100,0.1,1.23,94.4,0.06449047,1062.96342,0.15919192,1062.96342,0.17977596,1062.96342,0.23085761,1062.96342,0.24766109,1062.96342,0.24650732,1145.98102
2MASS J02192210-3925225 b,2MASS J02192210-3925225,TIC 77111651,156.0,16.14096,4417.837,M6,3064.0,0.281,0.108,0.006,0.035,M5V,0.00010,0.6,1.23,185.0,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
WASP-159 b,WASP-159,TIC 77156657,0.0538,15.46842,174.8065,F9,6120.0,2.11,1.41,4.764,3.4,F8V,0.00100,0.1,1.23,37.6,4.22269748,1646.02129,10.42354607,1646.02129,11.77134470,1646.02129,15.11606184,1646.02129,16.21631772,1646.02129,14.42353262,1585.77627
WASP-89 b,WASP-89,TIC 77202722,0.0427,11.65736,1875.197,K3,5130.0,0.88,0.92,0.454,1.3,K2V,0.00100,0.1,1.23,141.8,0.00237385,248.77930,0.00585974,248.77930,0.00661742,248.77930,0.00849770,248.77930,0.00911623,248.77930,0.00697332,206.12261
NGTS-23 b,NGTS-23,TIC 77287067,0.0504,14.20177855,194.828813491,F9 V,6057.0,1.24,1.01,1.920,6.39,F9V,0.00100,0.1,1.23,41.4,1.20807132,755.85576,2.98207179,755.85576,3.36766344,755.85576,4.32455340,755.85576,4.63932555,755.85576,4.44172628,783.83191
USco1556 b,USco1556 A,TIC 77534376,3500.0,12.3,4767.45,M3.0 V,3410.0,0.668108,0.33,0.081,0.0075,M3V,0.00100,0.6,1.23,220.1,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
HATS-43 b,HATS-43,TIC 78055054,0.04944,13.22662,82.95363,,5099.0,0.812,0.837,0.400,8.6,K2V,0.00100,0.1,1.23,28.0,1.16549583,163.64513,2.87697604,163.64513,3.24897846,163.64513,4.17214520,163.64513,4.47582398,163.64513,4.41380389,174.79547
GJ 1061 d,GJ 1061,TIC 79611981,0.054,1.16,1.67,M5.5 V,2953.0,0.156,0.12,0.002,7.0,M5.5V,0.00010,0.6,1.23,13.4,0.00069109,0.05830,0.00414655,0.14171,0.00614501,0.18596,0.01110443,0.26168,0.01273585,0.27976,0.01192885,0.28383
GJ 1061 c,GJ 1061,TIC 79611981,0.0342,1.19,1.81,M5.5 V,2953.0,0.156,0.12,0.002,7.0,M5.5V,0.00010,0.6,1.23,13.8,0.00158348,0.14534,0.00950090,0.35328,0.01407994,0.46361,0.02544335,0.65239,0.02918138,0.69747,0.02733234,0.70760
GJ 1061 b,GJ 1061,TIC 79611981,0.021,1.04,1.11,M5.5 V,2953.0,0.156,0.12,0.002,7.0,M5.5V,0.00010,0.6,1.23,11.6,0.00745414,0.38549,0.04472481,0.93699,0.06628033,1.22960,0.11977281,1.73031,0.13736934,1.84987,0.12866509,1.87672
TOI-1064 b,TOI-1064,TIC 79748331,0.06152,2.587,13.5,,4734.0,0.726,0.748,0.238,9.4,K3V,0.00100,0.1,1.23,25.5,0.12653215,62.88504,0.31233915,62.88504,0.35272563,62.88504,0.45294930,62.88504,0.48591822,62.88504,0.48318412,67.73044
TOI-1064 c,TOI-1064,TIC 79748331,0.09429,2.651,2.5,,4734.0,0.726,0.748,0.238,9.4,K3V,0.00100,0.1,1.23,10.9,1.69016733,26.77002,4.17210494,26.77002,4.71157177,26.77002,6.05032068,26.77002,6.49070661,26.77002,6.45418569,28.83270
HD 50554 b,HD 50554,TIC 80224448,2.353,12.8,1859.29618095,F8 V,5987.0,1.02,1.04,1.390,2.16,F9.5V,0.00100,0.1,1.23,134.7,0.00000323,0.25105,0.00000796,0.25105,0.00000899,0.25105,0.00001155,0.25105,0.00001239,0.25105,0.00001033,0.22681
TOI-5422 b,TOI-5422,TIC 80611440,0.0619,9.10169233,8899.195396,,5820.0,1.474,1.066,2.250,7.6,G1V,0.00100,0.1,1.23,349.6,0.00011841,587.21711,0.00029229,587.21711,0.00033009,587.21711,0.00042388,587.21711,0.00045473,587.21711,0.00044310,619.77358
HD 68475 b,HD 68475,TIC 80995687,7.27,12.8,1639.99458012,K2 VC,5022.0,0.79099,0.83,0.358,nan,K2V,0.00100,0.1,1.23,126.5,0.00000011,0.00678,0.00000028,0.00678,0.00000031,0.00678,0.00000040,0.00678,0.00000043,0.00678,nan,nan
TOI-1855 b,TOI-1855,TIC 81247740,0.02398,18.49481816,360.099585131,,5359.0,1.041,0.987,0.804,8.2,G9V,0.00100,0.1,1.23,49.3,1.44476897,1398.17535,3.56634971,1398.17535,4.02749040,1398.17535,5.17186401,1398.17535,5.54830953,1398.17535,5.44659086,1486.66386
HD 97658 b,HD 97658,TIC 82308728,0.0805,2.12,8.3,K1 V,5212.0,0.728,0.85,0.351,3.9,K1V,0.00100,0.1,1.23,22.1,0.15867242,54.16494,0.39167601,54.16494,0.44232100,54.16494,0.56800236,54.16494,0.60934566,54.16494,0.55150306,53.09939
TOI-5398 c,TOI-5398,TIC 8260536,0.057,3.52,11.8,G V,6000.0,1.051,1.146,1.310,0.65,F9.5V,0.00100,0.1,1.23,20.5,2.67482931,403.18121,6.60270044,403.18121,7.45645122,403.18121,9.57513187,403.18121,10.27207895,403.18121,6.74319243,286.67813
TOI-5398 b,TOI-5398,TIC 8260536,0.098,10.3,58.7,G V,6000.0,1.051,1.146,1.310,0.65,F9.5V,0.00100,0.1,1.23,26.7,0.91614693,136.39481,2.26146906,136.39481,2.55388441,136.39481,3.27954670,136.39481,3.51825574,136.39481,2.30958850,96.98222
TOI-622 b,TOI-622,TIC 83092282,0.0708,9.2362001,96.302007321,F6 V,6400.0,1.415,1.313,2.979,0.9,F6V,0.00100,0.1,1.23,36.1,1.06941092,594.29693,2.63979459,594.29693,2.98112867,594.29693,3.82818841,594.29693,4.10683154,594.29693,2.91397106,456.73985
XO-3 b,XO-3,TIC 8400842,0.04815,14.79585452,4217.58296089,F5V,6970.0,1.523,1.449,4.920,0.97,F1V,0.00100,0.1,1.23,188.8,0.00818469,2122.15654,0.02020355,2122.15654,0.02281593,2122.15654,0.02929887,2122.15654,0.03143145,2122.15654,0.02266862,1657.77337
HAT-P-56 b,HAT-P-56,TIC 84339983,0.0423,16.92559,734.1873,F8,6566.0,1.47,1.42,3.571,2.01,F5V,0.00100,0.1,1.23,73.6,0.38019709,1995.53461,0.93850007,1995.53461,1.05985120,1995.53461,1.36099797,1995.53461,1.46006121,1995.53461,1.20424447,1782.74789
WASP-197 b,WASP-197,TIC 85266608,0.065,14.44837612,403.324248483,,6050.0,2.112,1.36,5.898,2.6,F9V,0.00100,0.1,1.23,59.1,0.54818045,1395.86458,1.35315973,1395.86458,1.52812772,1395.86458,1.96233087,1395.86458,2.10516345,1395.86458,1.80502018,1296.36291
WASP-154 b,WASP-154,TIC 857186,0.044,10.76062147,198.960582782,,4774.0,0.823,0.8,0.316,nan,K3V,0.00100,0.1,1.23,48.1,0.10873627,163.10401,0.26841078,163.10401,0.30311717,163.10401,0.38924507,163.10401,0.41757713,163.10401,nan,nan
TOI-3884 b,TOI-3884,TIC 86263325,0.0361,6.43,32.59,M4,3180.0,0.302,0.298,0.009,nan,M4V,0.00100,0.6,1.23,25.2,0.03783220,7.13618,0.22699320,17.34568,0.33639455,22.76234,0.60788657,32.03154,0.69719478,34.24490,nan,nan
TOI-5789 c,TOI-5789,TIC 87216634,0.1009,2.86,5.0,K1 V,5185.0,0.833,0.821,0.469,9.4,K1V,0.00100,0.1,1.23,14.8,0.91301427,46.06676,2.25373624,46.06676,2.54515171,46.06676,3.26833269,46.06676,3.50622549,46.06676,3.48649719,49.61628
