pl_name,hostname,pl_orbsmax,pl_rade,pl_masse,st_spectype,st_teff,st_lum,st_age,SpT_PM,Lxuv/Lbol,t_sat,gamma,v_esc,"Loss/0.01protoatm., t=0.1 Gyr",insol_0.1_Gyr,"Loss/0.01protoatm., t=0.6 Gyr",insol_0.6_Gyr,"Loss/0.01protoatm., t=1.0 Gyr",insol_1.0_Gyr,"Loss/0.01protoatm., t=5.0 Gyr",insol_5.0_Gyr,"Loss/0.01protoatm., t=10.0 Gyr",insol_10.0_Gyr,"Loss/0.01protoatm., star_age",insol_star_age
NGTS-24 b,NGTS-24,0.0479,13.60770257,165.27077164,G2 IV,5820.0,2.79203,4.77,G1V,0.00100,0.1,1.23,39.0,1.65112748,1216.88342,4.07573675,1216.88342,4.60274286,1216.88342,5.91056905,1216.88342,6.34078285,1216.88342,5.87877725,1222.02522
NGTS-25 b,NGTS-25,0.0388,11.46678726,203.092352073,K0 V,5321.0,0.51100,3.49,K0V,0.00100,0.1,1.23,47.1,0.18250047,339.43494,0.45049452,339.43494,0.50874494,339.43494,0.65330004,339.43494,0.70085192,339.43494,0.62548217,328.11968
NGTS-26 b,NGTS-26,0.049,14.88552637,92.805894844,,5550.0,1.26200,11.5,G7V,0.00100,0.1,1.23,27.9,2.96059240,525.61511,7.30809428,525.61511,8.25305480,525.61511,10.59808287,525.61511,11.36948770,525.61511,11.51067837,576.38800
NGTS-27 b,NGTS-27,0.0446,15.64773706,188.472245351,,5700.0,3.26400,7.9,G3V,0.00100,0.1,1.23,38.8,2.60321123,1640.89308,6.42591432,1640.89308,7.25680607,1640.89308,9.31875942,1640.89308,9.99704587,1640.89308,9.77840255,1738.45551
NGTS-30 b,NGTS-30,0.408,10.40193409,305.11527072,,5455.0,0.64956,1.1,G8V,0.00100,0.1,1.23,60.5,0.00069388,3.90211,0.00171281,3.90211,0.00193428,3.90211,0.00248389,3.90211,0.00266468,3.90211,0.00197280,3.12913
NGTS-31 b,NGTS-31,0.064,18.04645893,355.96781584,,5710.0,2.77332,9.97,G3V,0.00100,0.1,1.23,49.7,0.46191694,677.08010,1.14022200,677.08010,1.28765643,677.08010,1.65353192,677.08010,1.77388789,677.08010,1.77340651,733.17771
NGTS-32 b,NGTS-32,0.044,15.91675259,181.16219199,,5680.0,2.95747,8.03,G4V,0.00100,0.1,1.23,37.7,2.76065558,1527.61758,6.81455887,1527.61758,7.69570364,1527.61758,9.88236562,1527.61758,10.60167539,1527.61758,10.38627139,1621.01443
NGTS-34 b,NGTS-34,0.257,3.65,19.1,F8 V,6134.0,2.38002,2.7,F8V,0.00100,0.1,1.23,25.6,0.07064720,36.03411,0.17438955,36.03411,0.19693869,36.03411,0.25289697,36.03411,0.27130463,36.03411,0.23387822,33.64600
NGTS-35 b,NGTS-35,0.16,10.9,152.0,K3.5 V,4717.0,0.25300,1.5,K3V,0.00100,0.1,1.23,41.7,0.00814782,9.88280,0.02011255,9.88280,0.02271317,9.88280,0.02916691,9.88280,0.03128988,9.88280,0.02457056,8.40578
NGTS-6 b,NGTS-6,0.01677,14.863134,425.57437,,4730.0,0.25600,9.77,K3V,0.00100,0.1,1.23,59.8,0.24272999,910.27764,0.59916848,910.27764,0.67664293,910.27764,0.86890467,910.27764,0.93214981,910.27764,0.93018620,983.88677
NGTS-8 b,NGTS-8,0.035,12.21781,295.5819,K0 V,5241.0,0.61669,12.48,K0V,0.00100,0.1,1.23,55.0,0.15457087,503.42399,0.38155151,503.42399,0.43088737,503.42399,0.55331997,503.42399,0.59359459,503.42399,0.60517080,555.91580
NGTS-9 b,NGTS-9,0.058,11.99363,921.707,F8 V,6330.0,2.45155,0.96,F6V,0.00100,0.1,1.23,98.0,0.02176805,728.75914,0.05373349,728.75914,0.06068140,728.75914,0.07792345,728.75914,0.08359528,728.75914,0.06015568,568.02306
OGLE-TR-10 b,OGLE-TR-10,0.0434,14.011,197.046,G2 V,5950.0,1.54170,3.1,G0V,0.00100,0.1,1.23,41.9,0.85282910,818.50350,2.10517174,818.50350,2.37737734,818.50350,3.05288680,818.50350,3.27509789,818.50350,2.87763882,778.96799
OGLE-TR-111 b,OGLE-TR-111,0.0473,11.421971,174.799,K2 V,5040.0,0.45854,8.8,K2V,0.00100,0.1,1.23,43.7,0.14701861,204.95462,0.36290907,204.95462,0.40983441,204.95462,0.52628501,204.95462,0.56459182,204.95462,0.55797854,219.39550
OGLE-TR-113 b,OGLE-TR-113,0.02289,12.251,400.449,K4 V,4790.0,0.29580,13.2,K3V,0.00100,0.1,1.23,63.9,0.09521337,564.55780,0.23503008,564.55780,0.26542024,564.55780,0.34083691,564.55780,0.36564547,564.55780,0.37452469,626.34807
OGLE-TR-132 b,OGLE-TR-132,0.03035,13.45,375.02,F5 V,6210.0,2.34963,1.2,F8V,0.00100,0.1,1.23,59.0,0.64909747,2550.83642,1.60226904,2550.83642,1.80944767,2550.83642,2.32358525,2550.83642,2.49271252,2550.83642,1.87769315,2081.23973
OGLE-TR-182 b,OGLE-TR-182,0.051,12.666,320.995,,5924.0,1.74016,4.3,G0V,0.00100,0.1,1.23,56.3,0.19406217,669.03625,0.47903407,669.03625,0.54097474,669.03625,0.69468764,669.03625,0.74525201,669.03625,0.68257609,663.71959
OGLE-TR-211 b,OGLE-TR-211,0.051,15.244,327.351,,6325.0,1.84744,2.6,F6V,0.00100,0.1,1.23,51.8,0.34535714,710.28010,0.85249916,710.28010,0.96273010,710.28010,1.23628082,710.28010,1.32626624,710.28010,1.13717409,659.64908
OGLE-TR-56 b,OGLE-TR-56,0.02383,15.278,441.77,F8 V,6050.0,2.23872,3.0,F9V,0.00100,0.1,1.23,60.1,1.05956672,3942.32038,2.61549461,3942.32038,2.95368663,3942.32038,3.79294897,3942.32038,4.06902712,3942.32038,3.55938801,3735.28492
OGLE2-TR-L9 b,OGLE2-TR-L9,0.0308,18.046,1430.175,,6933.0,3.25065,1.0,F1V,0.00100,0.1,1.23,99.5,0.14481128,3426.64068,0.35746037,3426.64068,0.40368116,3426.64068,0.51838338,3426.64068,0.55611506,3426.64068,0.40368116,2694.19776
Oph 11 b,Oph 11,243.0,12.3,4449.62,M9,2375.0,0.00170,5.0,M9V,0.00010,0.6,1.23,212.6,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000,0.00000000,0.00000
PDS 70 b,PDS 70,20.8,21.96960217,1017.0509024,K7,4109.0,0.35000,0.008,K7V,0.00100,0.1,1.23,76.1,0.00000012,0.00081,0.00000030,0.00081,0.00000034,0.00081,0.00000044,0.00081,0.00000047,0.00081,0.00000001,0.00002
PDS 70 c,PDS 70,34.3,22.19378179,2383.7130525,K7,4109.0,0.35000,0.008,K7V,0.00100,0.1,1.23,115.9,0.00000001,0.00030,0.00000002,0.00030,0.00000002,0.00030,0.00000003,0.00030,0.00000003,0.00030,0.00000000,0.00001
PH2 b,PH2,0.833,9.33708092,87.084983518,G3,5734.0,0.87400,4.1,G3V,0.00100,0.1,1.23,34.1,0.00198855,1.25956,0.00490865,1.25956,0.00554335,1.25956,0.00711844,1.25956,0.00763657,1.25956,0.00695424,1.24239
PZ Tel b,PZ Tel,27.0,11.9,8581.366989,G9 IV,5169.0,1.01536,0.2,K1V,0.00100,0.1,1.23,300.2,0.00000000,0.00139,0.00000000,0.00139,0.00000000,0.00139,0.00000000,0.00139,0.00000000,0.00139,0.00000000,0.00064
Qatar-1 b,Qatar-1,0.02332,12.811887,411.27202,,5013.0,0.36500,1.19,K2V,0.00100,0.1,1.23,63.3,0.12273917,671.17057,0.30297634,671.17057,0.34215217,671.17057,0.43937150,671.17057,0.47135213,671.17057,0.35447632,546.71594
Qatar-10 b,Qatar-10,0.0286,17.295487,233.92288,F7 V,6124.0,1.99301,3.2,F8V,0.00100,0.1,1.23,41.1,3.38844337,2436.56462,8.36422588,2436.56462,9.44574766,2436.56462,12.12966823,2436.56462,13.01255287,2436.56462,11.48203159,2328.74124
Qatar-2 b,Qatar-2,0.02153,14.056,792.635,,4645.0,0.20740,5.0,K4V,0.00100,0.1,1.23,84.0,0.02908841,447.41644,0.07180349,447.41644,0.08108791,447.41644,0.10412828,447.41644,0.11170749,447.41644,0.10412828,451.73675
Qatar-3 b,Qatar-3,0.03783,12.285064,1369.8473,G0 V,6007.0,1.89998,0.31,F9.5V,0.00100,0.1,1.23,118.1,0.01929455,1327.63079,0.04762775,1327.63079,0.05378618,1327.63079,0.06906902,1327.63079,0.07409636,1327.63079,0.03851527,747.48148
Qatar-4 b,Qatar-4,0.02803,12.722215,1938.763,K1 V,5215.0,0.48101,0.17,K1V,0.00100,0.1,1.23,138.0,0.00493301,612.21477,0.01217692,612.21477,0.01375143,612.21477,0.01765877,612.21477,0.01894411,612.21477,0.00739718,258.93016
Qatar-5 b,Qatar-5,0.04127,12.408363,1373.0256,G2 V,5747.0,1.13799,0.53,G2V,0.00100,0.1,1.23,117.6,0.00995925,668.14552,0.02458397,668.14552,0.02776276,668.14552,0.03565129,668.14552,0.03824625,668.14552,0.02375399,449.47538
Qatar-7 b,Qatar-7,0.0352,19.0553,597.5204,F4 V,6387.0,3.65999,1.69,F6V,0.00100,0.1,1.23,62.6,0.84198797,2953.89241,2.07841088,2953.89241,2.34715621,2953.89241,3.01407863,2953.89241,3.23346499,2953.89241,2.59223015,2564.99864
Qatar-8 b,Qatar-8,0.0474,14.403565,117.91493,G0 V,5738.0,1.69001,8.3,G3V,0.00100,0.1,1.23,32.0,2.37779839,752.19998,5.86949247,752.19998,6.62843706,752.19998,8.51184525,752.19998,9.13139867,752.19998,8.97443611,800.73766
Qatar-9 b,Qatar-9,0.0234,11.309881,378.2177,K5 V,4309.0,0.15100,7.5,K6V,0.00100,0.1,1.23,64.7,0.04102117,275.77080,0.10125898,275.77080,0.11435209,275.77080,0.14684417,275.77080,0.15753254,275.77080,0.15330227,290.67901
Ross 176 b,Ross 176,0.0464,1.84,4.57,K7 V,4041.0,0.07782,3.0,K8V,0.00100,0.1,1.23,17.6,0.15857854,36.14548,0.39144427,36.14548,0.44205930,36.14548,0.56766630,36.14548,0.60898515,36.14548,0.53271073,34.24726
TIC 139270665 b,TIC 139270665,0.163,7.22979255,147.154552441,G2,5844.0,1.07701,3.4,G1V,0.00100,0.1,1.23,50.4,0.01040505,40.53636,0.02568442,40.53636,0.02900550,40.53636,0.03724714,40.53636,0.03995825,40.53636,0.03554069,39.05272
TIC 237913194 b,TIC 237913194,0.1207,12.520453,617.22586,G3,5788.0,1.19600,5.7,G2V,0.00100,0.1,1.23,78.5,0.00622095,82.09476,0.01535614,82.09476,0.01734174,82.09476,0.02226924,82.09476,0.02389015,82.09476,0.02259577,84.10287
TIC 257060897 b,TIC 257060897,0.04922,17.26183028,201.503210038,F,5993.0,4.03005,5.6,F9.5V,0.00100,0.1,1.23,38.2,3.09950746,1663.51523,7.65100010,1663.51523,8.64029946,1663.51523,11.09535947,1663.51523,11.90295967,1663.51523,11.23636030,1700.92258
TIC 279401253 b,TIC 279401253,0.369,11.2089807,1951.46641898,,5951.0,1.25000,1.2,G0V,0.00100,0.1,1.23,147.5,0.00004993,9.18031,0.00012326,9.18031,0.00013920,9.18031,0.00017875,9.18031,0.00019176,9.18031,0.00014445,7.49026
TIC 365102760 b,TIC 365102760,0.0622,6.21,19.2,,4900.0,5.09331,6.3,K3V,0.00100,0.1,1.23,19.7,12.57942790,1316.49505,31.05177362,1316.49505,35.06686960,1316.49505,45.03079154,1316.49505,48.30845697,1316.49505,46.18219698,1363.19418
TIC 46432937 b,TIC 46432937,0.02065,13.31626907,1017.0509024,,3572.0,0.04120,7.4,M2V,0.00100,0.6,1.23,97.7,0.00324408,96.61841,0.01946448,234.84732,0.02884555,308.18474,0.05212577,433.68275,0.05978387,463.64986,0.05660655,475.51024
TIC 4672985 b,TIC 4672985,0.33,11.5004142,4049.13390518,,5757.0,1.29999,7.71,G2V,0.00100,0.1,1.23,209.8,0.00001629,11.93747,0.00004021,11.93747,0.00004541,11.93747,0.00005831,11.93747,0.00006255,11.93747,0.00006104,12.61714
TOI-1052 b,TOI-1052,0.09103,2.87,16.9,,6146.0,2.41952,2.3,F8V,0.00100,0.1,1.23,27.1,0.35546964,291.98525,0.87746143,291.98525,0.99092006,291.98525,1.27248070,291.98525,1.36510101,291.98525,1.14957928,266.33125
TOI-1062 b,TOI-1062,0.052,2.265,10.15,G9 V,5328.0,0.53154,2.5,G9V,0.00100,0.1,1.23,23.7,0.32611830,196.57728,0.80500891,196.57728,0.90909919,196.57728,1.16741120,196.57728,1.25238379,196.57728,1.06775237,181.53212
TOI-1064 b,TOI-1064,0.06152,2.587,13.5,,4734.0,0.23800,9.4,K3V,0.00100,0.1,1.23,25.5,0.08786955,62.88504,0.21690219,62.88504,0.24494835,62.88504,0.31454813,62.88504,0.33744321,62.88504,0.33554453,67.73044
TOI-1064 c,TOI-1064,0.09429,2.651,2.5,,4734.0,0.23800,9.4,K3V,0.00100,0.1,1.23,10.9,1.17372731,26.77002,2.89729510,26.77002,3.27192484,26.77002,4.20161158,26.77002,4.50743514,26.77002,4.48207339,28.83270
TOI-1075 b,TOI-1075,0.01159,1.791,9.95,K9 V/M0 V,3875.0,0.07172,6.0,M0V,0.00100,0.6,1.23,26.4,0.45570421,533.91624,2.73422526,1297.77337,4.05200892,1703.03813,7.32224048,2396.54388,8.39799408,2562.14306,7.62202553,2518.75126
TOI-1080 b,TOI-1080,0.0272,1.2,10.7,M4.0&plusmn;1.0 V,3065.0,0.00324,6.0,M5V,0.00010,0.6,1.23,33.4,0.00009722,0.43794,0.00058332,1.06448,0.00086446,1.39689,0.00156214,1.96573,0.00179164,2.10156,0.00162609,2.06597
TOI-1107 b,TOI-1107,0.0561,14.57167491,1064.72516345,F6 V,6311.0,4.68997,2.6,F7V,0.00100,0.1,1.23,95.6,0.05982283,1490.19903,0.14767008,1490.19903,0.16676430,1490.19903,0.21414881,1490.19903,0.22973611,1490.19903,0.19698152,1383.97291
TOI-1117 b,TOI-1117,0.033,2.46,8.9,G5 V,5635.0,0.36000,4.42,G5V,0.00100,0.1,1.23,21.3,0.91383281,330.57661,2.25575675,330.57661,2.54743348,330.57661,3.27126280,330.57661,3.50936888,330.57661,3.22478635,329.02668
TOI-1130 b,TOI-1130,0.0453,3.66,19.8,K6-K7,4360.0,0.14000,5.4,K6V,0.00100,0.1,1.23,26.0,0.12549193,68.22344,0.30977139,68.22344,0.34982585,68.22344,0.44922558,68.22344,0.48192345,68.22344,0.45311859,69.47915
TOI-1130 c,TOI-1130,0.0731,13.0,336.0,K6-K7,4360.0,0.14000,5.4,K6V,0.00100,0.1,1.23,56.8,0.00749922,26.19964,0.01851150,26.19964,0.02090510,26.19964,0.02684508,26.19964,0.02879906,26.19964,0.02707772,26.68186
TOI-1135 b,TOI-1135,0.0815,9.91994792,58.798255295,G0,6320.0,2.07998,3.3,F6V,0.00100,0.1,1.23,27.2,1.30050910,313.14450,3.21025046,313.14450,3.62534636,313.14450,4.65545451,313.14450,4.99431202,313.14450,4.42485670,300.50755
TOI-1136 b,TOI-1136,0.05106,1.9,3.5,,5770.0,0.94000,0.7,G2V,0.00100,0.1,1.23,15.2,2.96935696,360.55239,7.32972922,360.55239,8.27748720,360.55239,10.62945751,360.55239,11.40314601,360.55239,7.62755133,261.22570
TOI-1136 c,TOI-1136,0.0669,2.879,6.32,,5770.0,0.94000,0.7,G2V,0.00100,0.1,1.23,16.6,1.84560143,210.02827,4.55578731,210.02827,5.14486552,210.02827,6.60673078,210.02827,7.08761624,210.02827,4.74089840,152.16869
TOI-1136 d,TOI-1136,0.1062,4.627,8.35,,5770.0,0.94000,0.7,G2V,0.00100,0.1,1.23,15.0,1.74170994,83.34527,4.29933565,83.34527,4.85525382,83.34527,6.23482863,83.34527,6.68864438,83.34527,4.47402658,60.38492
TOI-1136 e,TOI-1136,0.14,2.639,6.07,,5770.0,0.94000,0.7,G2V,0.00100,0.1,1.23,17.0,0.35187145,47.95942,0.86857946,47.95942,0.98088963,47.95942,1.25960021,47.95942,1.35128299,47.95942,0.90387165,34.74733
TOI-1136 f,TOI-1136,0.174,3.73591482,9.7,,5770.0,0.94000,0.7,G2V,0.00100,0.1,1.23,18.0,0.25307442,31.04785,0.62470326,31.04785,0.70547943,31.04785,0.90593479,31.04785,0.97187525,31.04785,0.65008625,22.49464
TOI-1136 g,TOI-1136,0.229,2.53,5.6,,5770.0,0.94000,0.7,G2V,0.00100,0.1,1.23,16.6,0.13614881,17.92499,0.33607746,17.92499,0.37953337,17.92499,0.48737422,17.92499,0.52284883,17.92499,0.34973298,12.98693
TOI-1174 b,TOI-1174,0.07994,2.562,32.0,,5030.0,0.39500,2.7,K2V,0.00100,0.1,1.23,39.5,0.01493064,61.81185,0.03685564,61.81185,0.04162120,61.81185,0.05344747,61.81185,0.05733776,61.81185,0.04942803,57.71535
TOI-1180 b,TOI-1180,0.080799,3.072,10.0,,4738.0,0.26500,5.0,K3V,0.00100,0.1,1.23,20.2,0.17308960,40.59177,0.42726419,40.59177,0.48251085,40.59177,0.61961179,40.59177,0.66471160,40.59177,0.61961179,40.98373
TOI-1181 b,TOI-1181,0.0364,17.02644168,374.719691853,F9 IV,6054.0,4.38995,2.7,F9V,0.00100,0.1,1.23,52.4,1.71310981,3313.27309,4.22873746,3313.27309,4.77552706,3313.27309,6.13244826,3313.27309,6.57881203,3313.27309,5.67126648,3093.69062
TOI-1184 b,TOI-1184,0.056027,2.39,6.8,,4534.0,0.19900,5.3,K4V,0.00100,0.1,1.23,18.9,0.27529635,63.39504,0.67955714,63.39504,0.76742610,63.39504,0.98548302,63.39504,1.05721358,63.39504,0.99196291,64.42806
TOI-1194 b,TOI-1194,0.034,8.71664516,120.0,,5394.0,0.70599,4.9,G9V,0.00100,0.1,1.23,41.5,0.41313985,610.72003,1.01981786,610.72003,1.15168364,610.72003,1.47892375,610.72003,1.58657047,610.72003,1.47552160,615.19874
